# x  Error  E_dir  E_rec  2*mF_dir*mF_rec
0.532017 1.381544e-04    1.141425e-04 7.768087e-05 2.381669e-11
1.596051 1.383301e-04    1.140646e-04 7.826000e-05 -1.468660e-13
2.660086 3.829425e-04    3.726232e-04 7.738588e-05 1.808356e-09
3.724120 7.597275e-04    7.186603e-04 1.036526e-04 4.996939e-08
4.788154 3.090291e-04    2.872404e-04 1.091918e-04 1.069065e-09
5.852189 1.915647e-04    1.581693e-04 1.079729e-04 2.136459e-11
6.916223 1.908335e-04    1.586931e-04 1.055974e-04 8.310448e-11
7.980257 1.932741e-04    1.583624e-04 1.105257e-04 6.029557e-11
9.044291 1.912835e-04    1.573436e-04 1.079979e-04 1.688323e-10
10.108326 3.068565e-04    2.870279e-04 1.068169e-04 3.660635e-10
11.172360 7.509175e-04    7.200286e-04 9.922660e-05 3.559006e-08
12.236394 3.861266e-04    3.705679e-04 7.864343e-05 5.588380e-09
13.300429 1.384608e-04    1.142637e-04 7.822712e-05 -4.270620e-12
14.364463 1.390384e-04    1.143945e-04 7.908257e-05 -8.473067e-12
