# x  Error  E_dir  E_rec  2*mF_dir*mF_rec
#0.532017 2.701387e-06    2.701329e-06 1.581947e-08 5.912884e-17
#1.596051 nan    4.939380e-06 nan -4.572412e-18
#2.660086 6.798666e-05    6.798424e-05 5.531360e-07 2.347469e-14
#3.724120 1.394889e-04    1.389927e-04 1.089747e-05 1.943751e-11
4.788154 1.843920e-04    1.839011e-04 1.330362e-05 3.830011e-12
5.852189 1.937325e-04    1.932671e-04 1.335926e-05 1.640845e-12
6.916223 1.938680e-04    1.934181e-04 1.329899e-05 -2.634359e-12
7.980257 1.940843e-04    1.935697e-04 1.353578e-05 1.629680e-11
9.044291 1.938845e-04    1.934174e-04 1.356961e-05 -3.206548e-12
10.108326 1.851418e-04    1.846566e-04 1.344615e-05 -1.382963e-12
#11.172360 1.399669e-04    1.394734e-04 1.149312e-05 5.813802e-12
#12.236394 6.903577e-05    6.903493e-05 6.649396e-07 -3.265587e-13
#13.300429 2.881439e-06    2.881469e-06 1.884286e-09 -1.774319e-16
#14.364463 2.588092e-06    2.588084e-06 5.268653e-09 1.523737e-17
